STOREEXCEL/ StoreID,StoreName,YearOpened,Supplier/Party,Client/Customer,CustomerMobileNumber,BillDate,BillNo / Invoice,Category(CAT-1),SubCategory(CAT-2),ProductName,Color,BrandName,EmpID,EmployeeName,Designation,Target,Channel,City,State,Country,Region,TaxAmt,DiscountAmount,Quantity,MRP/UnitPrice,TotalProductCost,SalesAmount,BucketRange,UnitsIn,QtyOnHand
717,Log Cabin Keepsakes,12/15/2019,Consolidated Messenger,Chico Claybourn,8383381928,19/10/2019,3269450,Kitchen Items,Mugs,Dev - RedMug_L,Yellow,Kitchen cmpny,148,Robert,Sales Representative,5744.2,Chatbot,Columbus,Florida,USA,Americas,1037,401,3,1395,7358,5222,0-10000,296,293
717,Log Cabin Keepsakes,12/15/2019,Woodgrove Bank,Ailyn Langstone,8952024961,20/10/2019,2674829,Food,Dry Fruits,Almonds,Multi,ITC,170,Dragan,Accounts Payable Specialist,33234.3,Email,Columbus,Florida,USA,Americas,1134,152,27,1077,3897,30213,30000-40000,316,289
720,Hopscotch Toy Shop,12/14/2019,Humongous Insurance,Glori Oleksiak,8201054746,20/10/2019,2830377,Clothing,Hoodies,Hoodie zip,Multi,Adidas,131,Dan,Production Technician - WC50,33116.6,Call-Center,Birmingham,Georgia,USA,Americas,439,612,29,1023,7746,30106,30000-40000,218,189
718,To You From Me,12/14/2019,"Fabrikam, Inc.",Welch Ickovicz,9298536958,20/10/2019,3367976,Clothing,Jackets,Red Jacket L,Red,Denim,145,Michael,Production Technician - WC440,21055.5,Email,Duluth,Mississippi,USA,Americas,1191,570,28,793,2458,23395,20000-30000,372,344
719,The Treasure Box,12/14/2019,Trey Research,Melesa Daddow,8999541579,20/10/2019,3377488,Clothing,Shirts,Radster Shirt,Black,Roadster,170,Dragan,Production Technician - WC20,27372.4,Call-Center,Augusta,Florida,USA,Americas,2663,906,27,823,7399,24884,20000-30000,303,276
706,Artsy Antiques and Gifts,1/11/2020,"Fabrikam, Inc.",Shayna Heustace,8015416178,20/10/2019,3556528,Footwear,Slippers,Gray Slippers XL,Red,Adidas,161,Brandon,Buyer,13784.4,Chatbot,Charleston,South Carolina,USA,Americas,499,911,11,1347,5246,15316,10000-20000,305,294
718,To You From Me,12/14/2019,Humongous Insurance,Torrie Wann,8249557362,20/10/2019,2814309,Furniture,Table,Dinning Table,Blue,Furnitures.Co,170,Dragan,Production Technician - WC50,4908.6,Email,Duluth,Florida,USA,Americas,1134,309,6,720,6970,5454,0-10000,250,244
720,Hopscotch Toy Shop,12/14/2019,Humongous Insurance,Baily Harcourt,9224883869,21/10/2019,2586194,Clothing,Shirts,Lee Shirt,Black,Lee,135,Sairaj,Janitor,8743.9,Chatbot,Birmingham,Florida,USA,Americas,29,682,6,1320,5655,7949,0-10000,207,201
717,Log Cabin Keepsakes,12/15/2019,Consolidated Messenger,Joelynn Cardenas,8941621181,21/10/2019,3217953,Kitchen Items,Mugs,Dev - BlueMug_M,Yellow,Kitchen cmpny,156,Tawana,Sales Representative,12298,Web,Columbus,South Carolina,USA,Americas,1668,848,29,328,1405,11180,10000-20000,276,247
719,The Treasure Box,12/14/2019,Lucerne Publishing,Andreana Cayet,9258605272,22/10/2019,2840264,Kitchen Items,Mugs,IT - BlueMug,Silver,Kitchen cmpny,129,Chris,Buyer,4956.6,Chatbot,Augusta,Florida,USA,Americas,1524,797,3,994,7220,4506,0-10000,217,214
718,To You From Me,12/14/2019,"Fabrikam, Inc.",Stephannie Kreuzer,9319735345,23/10/2019,2420076,Kitchen Items,Dishwasher,Dishwasher,Red,Kitchen cmpny,151,Linda,Senior Tool Designer,4464,Chatbot,Duluth,Georgia,USA,Americas,1057,213,3,1301,13596,4960,0-10000,329,326
716,The Warm House,12/15/2019,Graphic Design Institute,Kara Cockett,8348590457,23/10/2019,703774,Kitchen Items,Aproon,Aproon White Kitchen,Multi,Kitchen cmpny,142,David,Buyer,22082.5,Email,Clearwater,Florida,USA,Americas,1037,153,19,1002,2640,20075,20000-30000,355,336
704,The Giftery,12/20/2019,"Contoso, Ltd.",Martyn Fahrenbach,9329099054,24/10/2019,3400269,Footwear,Slippers,Gray Slippers M,Red,Adidas,159,Alex,Production Technician - WC380,19716.4,Call-Center,Orlando,Florida,USA,Americas,388,381,16,1096,14037,17924,10000-20000,268,252
703,Heaven Sent Gift Delivery,12/16/2019,A Datum Corporation,Stanislaw Howie,8863220688,25/10/2019,3511667,Food,Pepper,Brown Peper,Blue,Sunwest Foods,134,Houman,Pacific Sales Manager,3955.5,Web,Jackson,Florida,USA,Americas,919,660,4,869,6300,4395,0-10000,287,283
717,Log Cabin Keepsakes,12/15/2019,"Contoso, Ltd.",Vincenz Telling,8435907867,26/10/2019,3260669,Kitchen Items,Mugs,IT -  BlackMug,Yellow,Kitchen cmpny,155,Samantha,Sales Representative,9045.3,Email,Columbus,Georgia,USA,Americas,1272,928,21,331,4369,8223,0-10000,381,360
717,Log Cabin Keepsakes,12/15/2019,Lucerne Publishing,Rooney Hegg,8350077472,27/10/2019,2612466,Food,Milk Shakes,Kevins,Blue,Kevins,165,Karen,Document Control Assistant,3201,Call-Center,Columbus,Florida,USA,Americas,2257,514,1,653,14051,2910,0-10000,397,396
721,A Bow On Top Gift Shop,12/14/2019,"Fabrikam, Inc.",Zara Pedwell,8961067034,28/10/2019,969082,Novelty items,Trammel of Archimedes,Ellipsograph,Red,Novelty items&co,165,Karen,Production Technician - WC40,3870.9,Call-Center,Gainesville,Florida,USA,Americas,2590,116,29,59,9355,4301,0-10000,321,292
718,To You From Me,12/14/2019,"Litware, Inc.",Lucien Yashunin,9258872741,29/10/2019,1350520,Clothing,Tshirts,Orange Tshirt L,Blue,Lewis,170,Dragan,Janitor,7064.1,Chatbot,Duluth,Alabama,USA,Americas,1478,25,23,277,4417,7849,0-10000,244,221
718,To You From Me,12/14/2019,Nod Publishers,Jefferson Vibert,8327174879,29/10/2019,2558791,Kitchen Items,Mugs,Dev - OrangeMug_S,Red,Kitchen cmpny,171,Carol,Marketing Specialist,11520.9,Call-Center,Duluth,Florida,USA,Americas,2830,59,13,767,5948,12801,10000-20000,324,311
717,Log Cabin Keepsakes,12/15/2019,Woodgrove Bank,Howie Georgeon,9202690652,29/10/2019,3805688,Food,Chocolate,Parle,Black,Parle,139,Kathie,Production Technician - WC60,2971.1,Email,Columbus,Florida,USA,Americas,457,225,11,204,1586,2701,0-10000,374,363
717,Log Cabin Keepsakes,12/15/2019,Northwind Electric Cars,Kissiah Vankov,9287049234,30/10/2019,3689645,Food,Cool Drinks,Coca Cola,Yellow,Coca Cola,149,Andreas,Production Technician - WC40,20755.9,Chatbot,Columbus,Georgia,USA,Americas,1379,660,30,583,7637,18869,10000-20000,294,264
720,Hopscotch Toy Shop,12/14/2019,Woodgrove Bank,Emmalynne Corrie,9276267856,30/10/2019,3703632,Novelty items,Viking helmets,Viking helmets iron,Black,Novelty items&co,170,Dragan,Purchasing Manager,26834.5,Email,Birmingham,Florida,USA,Americas,680,880,17,1395,5212,24395,20000-30000,256,239
717,Log Cabin Keepsakes,12/15/2019,"Contoso, Ltd.",Kaylee Drinnan,8538723510,30/10/2019,3858405,Footwear,Slippers,Black Slippers XS,Red,Adidas,128,Barbara,Production Technician - WC40,11190.3,Call-Center,Columbus,Florida,USA,Americas,2109,538,12,672,3291,10173,10000-20000,330,318
721,A Bow On Top Gift Shop,12/14/2019,Lucerne Publishing,Germayne Aslott,8962924867,3/11/2019,3781402,Packaging materials,Tertiary Packaging,Wooden Containers,Blue,Packers and Movers,154,Stephanie,Production Technician - WC40,1881,Web,Gainesville,Alabama,USA,Americas,551,69,1,1539,1834,2090,0-10000,286,285
721,A Bow On Top Gift Shop,12/14/2019,Lucerne Publishing,Alyce Pickaver,8597681656,4/11/2019,3706985,Pesonal Care,Hair Care,Hair spray,Black,johnson & johnson,139,Kathie,Production Technician - WC63,28054.8,Call-Center,Gainesville,Florida,USA,Americas,2352,1064,20,1441,4877,31172,30000-40000,233,213
704,The Giftery,12/20/2019,"Contoso, Ltd.",Roseanna MacCosty,9218776854,4/11/2019,3668649,Food,Bread,Britania Bread,Multi,Britania,135,Sairaj,Sales Representative,33980.1,Web,Orlando,Georgia,USA,Americas,1947,621,27,1072,13873,30891,30000-40000,354,327
716,The Warm House,12/15/2019,Nod Publishers,Ulrikaumeko Bytheway,8966074599,4/11/2019,2644061,School Supplies,Drawing Accessories,Pads,White,Class Mate,159,Alex,Production Technician - WC40,61701.2,Web,Clearwater,Florida,USA,Americas,788,981,31,1784,12308,56092,50000-60000,340,309
717,Log Cabin Keepsakes,12/15/2019,Trey Research,Nara Scutter,8185349477,5/11/2019,3845487,Kitchen Items,Mugs,Dev - OrangeMug_S,Red,Kitchen cmpny,173,Don,Production Technician - WC40,2786.3,Web,Columbus,South Carolina,USA,Americas,1357,390,28,42,7616,2533,0-10000,365,337
719,The Treasure Box,12/14/2019,Humongous Insurance,Tiffie Mapletoft,8746034857,6/11/2019,1186087,Novelty items,Slime,Blimey Slimes,Black,Novelty items&co,135,Sairaj,Marketing Specialist,12223.2,Call-Center,Augusta,Florida,USA,Americas,1642,437,5,1894,11441,11112,10000-20000,204,199
720,Hopscotch Toy Shop,12/14/2019,Trey Research,Jammie Dulake,8678148418,6/11/2019,3288339,Food,Chips,Lays green,Multi,Pepsico,123,Angela,Purchasing Manager,3039.3,Email,Birmingham,Florida,USA,Americas,853,1030,2,955,1210,2763,0-10000,397,395
719,The Treasure Box,12/14/2019,"Fabrikam, Inc.",Jonell Gershom,8346779063,7/11/2019,2889261,Novelty items,Radio hat,Red Hat,Black,Novelty items&co,125,Bryan,Marketing Assistant,24763.2,Chatbot,Augusta,Florida,USA,Americas,2712,992,18,1100,2994,22512,20000-30000,323,305
719,The Treasure Box,12/14/2019,Graphic Design Institute,Brandise Gookes,8804188544,7/11/2019,3269943,Novelty items,Cheesehead,Yellow Hat,Multi,Novelty items&co,164,John,Production Technician - WC17,24396.9,Chatbot,Augusta,Alabama,USA,Americas,2016,245,11,1833,6195,22179,20000-30000,224,213
720,Hopscotch Toy Shop,12/14/2019,"Litware, Inc.",Yolane Tunny,8275402708,7/11/2019,1352708,Clothing,Tshirts,Orange Tshirt L,Red,Lewis,149,Andreas,Tool Designer,13904,Chatbot,Birmingham,Mississippi,USA,Americas,1776,220,14,776,12404,12640,10000-20000,310,296
717,Log Cabin Keepsakes,12/15/2019,"Fabrikam, Inc.",Hedda Bourgaize,8217479910,8/11/2019,3383129,Clothing,Hoodies,Hoodie S,Black,Adidas,136,Michiko,North American Sales Manager,5468.1,Web,Columbus,Florida,USA,Americas,747,926,16,264,9232,4971,0-10000,370,354
720,Hopscotch Toy Shop,12/14/2019,Lucerne Publishing,Derril Reiach,8425707876,9/11/2019,3298965,Clothing,Boxers,Briefs xxl,Multi,Jockey,165,Karen,Marketing Assistant,8349,Call-Center,Birmingham,Florida,USA,Americas,2847,207,31,153,12351,7590,0-10000,337,306
718,To You From Me,12/14/2019,Northwind Electric Cars,Rachelle Gellibrand,8311317831,9/11/2019,2816219,Footwear,Socks,Half Socks,Multi,Jockey,127,Eugene,Production Technician - WC30,3103.2,Web,Duluth,Florida,USA,Americas,1375,642,3,691,2736,3448,0-10000,338,335
717,Log Cabin Keepsakes,12/15/2019,Lucerne Publishing,Nonie Norval,9144626671,10/11/2019,3585904,Footwear,Slippers,Black Slippers XS,White,Adidas,142,David,Marketing Specialist,39185.3,Web,Columbus,Georgia,USA,Americas,778,453,23,1515,14120,35623,30000-40000,255,232
